SYNIS_ID,MAELIADGERD,TEGUND,NR,RADNR,LENGD,KYN,KYNTHROSKI,FJOLDI,OSLAEGT,SLAEGT,LIFUR,MAGI,KYNFAERI,HEILDARTHYNGD,RANFISKURTEG,KVARNANR,MAGAASTAND,ALDUR,FAERSLUNUMER
545,3,1,18,25,93,2,2,1,8130,6660,360,110,820,,,,2,,54503001018
545,3,1,3,3,93,1,2,1,8260,6550,425,195,720,,,,1,,54503001003
545,20,302,1,4,,,,1,,,,,,55,1,3,,,54520302001
545,3,1,4,5,88,2,1,1,6870,5930,420,160,,,,,2,,54503001004
545,3,1,5,6,86,1,1,1,6980,6080,375,170,,,,,2,,54503001005
545,3,1,6,7,89,2,2,1,6540,5220,240,80,845,,,,2,,54503001006
545,3,1,7,8,85,1,2,1,5730,4705,510,80,230,,,,1,,54503001007
545,20,302,2,9,,,,20,,,,,,25,1,7,,,54520302002
545,3,1,8,10,91,2,1,1,7170,6320,375,170,,,,,2,,54503001008
545,3,1,9,11,88,2,1,1,6280,5500,330,125,,,,,2,,54503001009
545,3,1,10,12,71,2,2,1,3105,2300,275,90,340,,,,1,,54503001010
545,20,302,3,13,,,,20,,,,,,55,1,10,,,54520302003
545,3,1,11,14,90,2,1,1,7080,6100,330,195,,,,,2,,54503001011
545,3,1,12,15,83,1,2,1,5100,4350,25,105,260,,,,1,,54503001012
545,20,459,1,16,,,,1,,,,,,45,1,12,,,54520459001
545,3,1,13,17,86,2,1,1,5160,4450,330,110,,,,,1,,54503001013
545,20,302,4,18,,,,1,,,,,,30,1,13,,,54520302004
545,3,1,14,19,76,1,1,1,4020,3465,135,240,,,,,1,,54503001014
545,20,302,5,20,,,,20,,,,,,145,1,14,,,54520302005
545,3,1,15,21,81,2,1,1,4840,4280,260,80,,,,,2,,54503001015
545,3,1,16,22,76,2,1,1,4520,3860,270,130,,,,,1,,54503001016
545,20,302,6,23,,,,1,,,,,,30,1,16,,,54520302006
545,3,1,17,24,106,2,2,1,12540,9670,430,170,1970,,,,2,,54503001017
545,3,1,1,1,80,1,1,1,5760,5010,360,130,,,,,2,,54503001001
565,20,303,3,17,,,,20,,,,,,10,1,13,,,56520303003
565,3,1,14,18,83,2,1,1,4920,4385,240,95,,,,,2,,56503001014
565,3,1,15,19,66,1,2,1,2715,2280,245,30,80,,,,2,,56503001015
565,3,1,16,20,69,1,1,1,2785,2565,50,60,,,,,2,,56503001016
565,3,1,17,21,67,2,2,1,2615,2115,185,25,210,,,,2,,56503001017
565,3,1,1,1,70,2,1,1,2720,2400,110,50,,,,,2,,56503001001
565,3,1,2,2,77,1,1,1,4035,3620,145,60,,,,,2,,56503001002
565,3,1,4,5,60,1,1,1,1895,1745,50,30,,,,,2,,56503001004
565,3,1,3,3,68,2,1,1,2895,2470,155,115,,,,,1,,56503001003
565,20,2,1,4,,,,1,,,,,,55,1,3,,,56520002001
565,3,1,5,6,57,2,1,1,1750,1550,90,25,,,,,2,,56503001005
565,3,1,6,7,82,2,1,1,4415,3795,350,50,,,,,2,,56503001006
565,3,1,7,8,56,2,1,1,1540,1375,75,25,,,,,2,,56503001007
565,3,1,8,9,79,1,1,1,4095,3685,190,55,,,,,2,,56503001008
565,3,1,9,10,69,2,1,1,3330,2885,165,90,,,,,1,,56503001009
565,20,303,1,11,,,,20,,,,,,35,1,9,,,56520303001
565,3,1,10,12,56,2,1,1,1670,1500,95,20,,,,,2,,56503001010
565,3,1,11,13,83,2,1,1,4720,4100,305,70,,,,,2,,56503001011
565,3,1,12,14,73,1,1,1,3630,3275,100,100,,,,,1,,56503001012
565,20,303,2,15,,,,20,,,,,,30,1,12,,,56520303002
565,3,1,13,16,76,2,1,1,4225,3645,225,100,,,,,1,,56503001013
585,20,9,2,35,,,,1,,,,,,330,1,17,,,58520009002
585,3,1,17,34,81,2,1,1,4775,3945,140,430,,,,,1,,58503001017
585,20,311,9,37,,,,20,,,,,,35,1,18,,,58520311009
585,3,1,19,38,70,2,1,1,3095,2790,50,95,,,,,1,,58503001019
585,20,311,10,39,,,,20,,,,,,40,1,19,,,58520311010
585,3,1,20,40,62,2,1,1,1930,1710,25,45,,,,,2,,58503001020
585,3,1,21,41,65,1,1,1,2560,2215,40,65,,,,,3,,58503001021
585,3,1,2,3,64,1,1,1,2290,2040,45,65,,,,,1,,58503001002
585,3,1,1,1,67,1,1,1,2610,2330,35,90,,,,,1,,58503001001
585,20,311,1,2,,,,20,,,,,,50,1,1,,,58520311001
585,20,311,2,4,,,,20,,,,,,20,1,2,,,58520311002
585,3,1,3,5,69,2,1,1,2805,2525,45,65,,,,,1,,58503001003
585,3,1,4,6,71,1,1,1,3855,3320,115,175,,,,,1,,58503001004
585,20,311,3,7,,,,20,,,,,,95,1,4,,,58520311003
585,3,1,5,8,71,2,1,1,3110,2710,60,125,,,,,1,,58503001005
585,20,311,4,9,,,,20,,,,,,35,1,5,,,58520311004
585,20,361,1,10,,,,1,,,,,,10,1,5,,,58520361001
585,20,302,1,11,,,,5,,,,,,10,1,5,,,58520302001
585,3,1,6,12,72,1,1,1,3470,3040,80,120,,,,,1,,58503001006
585,20,312,1,13,,,,20,,,,,,60,1,6,,,58520312001
585,20,305,1,14,,,,3,,,,,,5,1,6,,,58520305001
585,3,1,7,15,68,1,1,1,2695,2405,50,105,,,,,1,,58503001007
585,20,311,5,16,,,,20,,,,,,50,1,7,,,58520311005
585,3,1,8,17,64,1,1,1,2685,2350,90,85,,,,,1,,58503001008
585,20,311,6,18,,,,20,,,,,,20,1,8,,,58520311006
585,3,1,9,19,73,2,1,1,3320,2900,75,145,,,,,1,,58503001009
585,20,311,7,20,,,,20,,,,,,70,1,9,,,58520311007
585,3,1,10,21,67,1,1,1,2865,2600,80,60,,,,,2,,58503001010
585,3,1,11,22,67,1,1,1,2955,2650,50,100,,,,,1,,58503001011
585,20,311,8,23,,,,20,,,,,,55,1,11,,,58520311008
585,3,1,12,24,69,2,1,1,2835,2600,60,65,,,,,1,,58503001012
585,20,459,1,25,,,,1,,,,,,15,1,12,,,58520459001
585,3,1,14,27,77,1,1,1,5000,4235,145,360,,,,,1,,58503001014
585,20,302,2,28,,,,2,,,,,,60,1,14,,,58520302002
585,20,9,1,29,,,,1,,,,,,225,1,14,,,58520009001
585,3,1,15,30,65,2,1,1,2635,2340,70,70,,,,,1,,58503001015
585,20,459,2,31,,,,1,,,,,,10,1,15,,,58520459002
585,3,1,16,32,56,2,1,1,1840,1565,25,75,,,,,1,,58503001016
585,20,312,2,33,,,,20,,,,,,40,1,16,,,58520312002
585,3,1,18,36,69,2,1,1,3280,2800,80,110,,,,,1,,58503001018
605,20,314,3,20,,,,20,,,,,,40,2,10,,,60520314003
605,3,2,10,19,70,2,1,1,3395,3045,45,75,,,,,1,,60503002010
605,3,2,11,21,53,2,1,1,1515,1340,30,15,,,,,2,,60503002011
605,20,491,2,23,,,,1,,,,,,15,2,12,,,60520491002
605,20,459,4,24,,,,1,,,,,,35,2,12,,,60520459004
605,3,2,13,25,66,1,4,1,2860,2590,45,45,,,,,1,,60503002013
605,20,311,2,26,,,,20,,,,,,15,2,13,,,60520311002
605,3,2,14,27,80,2,1,1,4905,4305,50,85,,,,,1,,60503002014
605,20,311,3,28,,,,20,,,,,,25,2,14,,,60520311003
605,3,2,15,29,66,1,1,1,2480,2290,40,25,,,,,2,,60503002015
605,3,2,16,30,47,1,1,1,1110,1005,20,10,,,,,2,,60503002016
605,3,2,17,31,58,1,1,1,2060,1845,60,20,,,,,2,,60503002017
605,3,2,18,32,53,2,1,1,1615,1450,25,15,,,,,1,,60503002018
605,20,459,5,33,,,,1,,,,,,5,2,18,,,60520459005
605,3,2,19,34,69,2,1,1,3280,2860,90,50,,,,,1,,60503002019
605,20,311,4,35,,,,20,,,,,,20,2,19,,,60520311004
605,3,2,20,36,63,2,1,1,2785,2525,70,35,,,,,1,,60503002020
605,20,311,5,37,,,,1,,,,,,5,2,20,,,60520311005
605,3,2,21,38,69,1,1,1,2985,2695,35,40,,,,,1,,60503002021
605,20,311,6,39,,,,20,,,,,,20,2,21,,,60520311006
605,3,2,22,40,50,2,1,1,1235,1130,15,15,,,,,2,,60503002022
605,3,2,23,41,63,1,1,1,2230,2000,25,60,,,,,1,,60503002023
605,20,491,3,42,,,,3,,,,,,0.4,2,23,,,60520491003
605,3,2,24,43,58,2,1,1,2010,1775,45,30,,,,,1,,60503002024
605,20,311,7,44,,,,5,,,,,,10,2,24,,,60520311007
605,3,2,25,45,64,1,1,1,2490,2215,75,35,,,,,1,,60503002025
605,20,311,8,46,,,,20,,,,,,10,2,25,,,60520311008
605,3,2,26,47,57,2,1,1,1865,1695,40,25,,,,,1,,60503002026
605,20,303,2,48,,,,20,,,,,,5,2,26,,,60520303002
605,3,2,27,49,50,2,1,1,1085,985,15,10,,,,,2,,60503002027
605,3,2,28,50,66,2,1,1,2375,2100,35,40,,,,,1,,60503002028
605,20,491,4,51,,,,1,,,,,,10,2,28,,,60520491004
605,3,2,29,52,80,2,1,1,4635,4100,190,45,,,,,2,,60503002029
605,3,2,30,53,63,2,1,1,2310,2085,30,25,,,,,2,,60503002030
605,3,2,1,1,78,2,1,1,4155,3700,0,85,,,,,1,,60503002001
605,20,490,1,2,,,,1,,,,,,5,2,1,,,60520490001
605,20,459,1,3,,,,1,,,,,,15,2,1,,,60520459001
605,3,2,2,4,57,1,1,1,1695,1515,45,20,,,,,1,,60503002002
605,20,303,1,5,,,,20,,,,,,5,2,2,,,60520303001
605,3,2,3,6,74,2,1,1,3895,3455,85,45,,,,,1,,60503002003
605,20,459,2,7,,,,1,,,,,,5,2,3,,,60520459002
605,3,2,4,8,56,1,,1,1550,1425,20,20,,,,,2,,60503002004
605,3,2,5,9,78,2,1,1,3930,3590,40,50,,,,,2,,60503002005
605,3,2,6,10,51,1,1,1,1235,1090,10,30,,,,,1,,60503002006
605,20,311,1,11,,,,20,,,,,,10,2,6,,,60520311001
605,3,2,7,12,77,2,1,1,4070,3620,50,50,,,,,1,,60503002007
605,20,314,1,13,,,,20,,,,,,5,2,7,,,60520314001
605,3,2,8,14,78,2,1,1,4810,4340,65,70,,,,,1,,60503002008
605,20,491,1,15,,,,1,,,,,,10,2,8,,,60520491001
605,20,314,2,16,,,,2,,,,,,5,2,8,,,60520314002
605,20,459,3,17,,,,1,,,,,,5,2,8,,,60520459003
605,3,2,9,18,73,2,1,1,3895,3490,75,40,,,,,2,,60503002009
605,3,2,12,22,82,2,1,1,4685,4060,75,110,,,,,1,,60503002012
625,20,301,2,7,,,,9,,,,,,15,1,5,,,62520301002
625,3,1,6,8,71,2,1,1,3055,2760,75,85,,,,,1,,62503001006
625,20,303,1,9,,,,2,,,,,,1,1,6,,,62520303001
625,20,301,3,10,,,,7,,,,,,20,1,6,,,62520301003
625,3,1,7,11,89,1,4,1,5800,5180,320,110,,,,,2,,62503001007
625,3,1,8,12,78,2,1,1,4340,3870,170,120,,,,,1,,62503001008
625,3,1,5,6,66,2,1,1,2660,2380,130,60,,,,,1,,62503001005
625,3,1,1,1,74,2,1,1,3740,3380,90,90,,,,,3,,62503001001
625,3,1,2,2,74,2,1,1,3825,3285,165,105,,,,,2,,62503001002
625,3,1,3,3,77,2,1,1,3845,3515,80,80,,,,,1,,62503001003
625,20,301,1,4,,,,3,,,,,,5,1,3,,,62520301001
625,3,1,4,5,75,2,1,1,4005,3630,85,95,,,,,2,,62503001004
625,20,305,1,13,,,,4,,,,,,30,1,8,,,62520305001
645,20,311,1,13,,,,1,,,,,,3.9,1,6,,,64520311001
645,3,1,6,12,37,1,1,1,450,410,8.5,11.3,,,,,1,,64503001006
645,20,311,2,15,,,,1,,,,,,9.6,1,7,,,64520311002
645,3,1,8,16,61,2,1,1,1975,1830,39.7,29.5,,,,,1,,64503001008
645,20,303,3,17,,,,1,,,,,,6.7,1,8,,,64520303003
645,3,1,9,18,38,2,1,1,490,445,9.8,13.3,,,,,1,,64503001009
645,20,302,1,19,,,,1,,,,,,7.7,1,9,,,64520302001
645,3,1,10,20,78,1,1,1,3370,3080,118,63,,,,,1,,64503001010
645,20,303,4,21,,,,1,,,,,,11.3,1,10,,,64520303004
645,3,1,11,22,48,2,1,1,925,840,19.7,15.2,,,,,1,,64503001011
645,20,303,5,23,,,,1,,,,,,1.8,1,11,,,64520303005
645,3,1,12,24,72,1,1,1,3405,3115,83.4,78.8,,,,,1,,64503001012
645,20,302,2,25,,,,1,,,,,,29,1,12,,,64520302002
645,3,1,13,26,57,2,2,1,1385,1240,32,26,40,,,,2,,64503001013
645,20,311,3,28,,,,1,,,,,,26.7,2,1,,,64520311003
645,3,2,1,27,70,2,1,1,3425,3110,74.5,60.5,,,,,1,,64503002001
645,3,2,2,29,63,1,1,1,2310,2065,89.9,31.8,,,,,1,,64503002002
645,20,303,6,30,,,,1,,,,,,6.8,2,2,,,64520303006
645,3,2,3,31,63,2,1,1,2570,2325,60.6,31.8,,,,,1,,64503002003
645,20,311,4,32,,,,1,,,,,,13.9,2,3,,,64520311004
645,3,2,4,33,62,2,1,1,1955,1720,56.4,27.1,,,,,1,,64503002004
645,20,311,5,34,,,,1,,,,,,9.8,2,4,,,64520311005
645,3,2,5,35,66,2,1,1,2790,2434,84.5,46.4,,,,,1,,64503002005
645,20,311,6,36,,,,1,,,,,,13.3,2,5,,,64520311006
645,3,2,6,37,56,2,1,1,1565,1405,74.3,14.6,,,,,1,,64503002006
645,20,311,7,38,,,,1,,,,,,4.1,2,6,,,64520311007
645,3,1,2,3,38,1,1,1,490,440,14.1,15.2,,,,,1,,64503001002
645,3,1,1,1,58,1,1,1,1495,1375,16.1,26.3,,,,,1,,64503001001
645,20,459,1,2,,,,1,,,,,,3.8,1,1,,,64520459001
645,20,459,2,4,,,,1,,,,,,9.5,1,2,,,64520459002
645,3,1,3,5,46,2,1,1,1005,885,36,30.4,,,,,1,,64503001003
645,20,303,1,6,,,,1,,,,,,15.6,1,3,,,64520303001
645,3,1,4,7,43,2,1,1,730,660,31.8,11.3,,,,,1,,64503001004
645,20,459,3,8,,,,1,,,,,,1.2,1,4,,,64520459003
645,3,1,5,9,38,1,1,1,490,450,5.5,11.2,,,,,1,,64503001005
645,20,303,2,10,,,,1,,,,,,1.2,1,5,,,64520303002
645,20,459,4,11,,,,1,,,,,,4.6,1,5,,,64520459004
645,3,1,7,14,54,2,1,1,1295,1185,23.7,27.4,,,,,1,,64503001007
646,3,2,8,34,56,2,1,1,1585,1460,26,16,,,,,2,,64603002008
646,20,311,8,33,,,,1,,,,,,12,2,7,,,64620311008
646,3,2,9,35,58,1,1,1,1515,1430,12,12,,,,,2,,64603002009
646,3,2,10,36,36,1,1,1,435,395,14,4,,,,,2,,64603002010
646,3,1,2,3,51,2,1,1,1040,950,18,30,,,,,1,,64603001002
646,3,1,1,1,84,1,2,1,4585,3995,180,106,180,,,,1,,64603001001
646,20,491,1,2,,,,1,,,,,,50,1,1,,,64620491001
646,20,491,2,4,,,,1,,,,,,10,1,2,,,64620491002
646,20,303,1,5,,,,1,,,,,,6,1,2,,,64620303001
646,3,1,3,6,53,1,2,1,1615,1415,66,38,38,,,,1,,64603001003
646,20,491,3,7,,,,1,,,,,,4,1,3,,,64620491003
646,20,311,1,8,,,,1,,,,,,10,1,3,,,64620311001
646,3,1,4,9,63,1,1,1,2285,2115,68,36,,,,,1,,64603001004
646,20,303,2,10,,,,1,,,,,,10,1,4,,,64620303002
646,3,1,5,11,46,2,1,1,885,820,20,14,,,,,2,,64603001005
646,3,1,6,12,45,1,1,1,1440,1325,28,44,,,,,1,,64603001006
646,3,1,7,14,61,1,1,1,2515,2030,70,298,,,,,1,,64603001007
646,20,491,4,13,,,,1,,,,,,24,1,6,,,64620491004
646,20,302,1,15,,,,1,,,,,,254,1,7,,,64620302001
646,3,1,8,16,42,1,1,1,730,665,20,12,,,,,1,,64603001008
646,20,311,2,17,,,,1,,,,,,6,1,8,,,64620311002
646,3,1,9,18,48,2,1,1,895,840,18,0,,,,,5,,64603001009
646,3,1,10,19,61,2,1,1,1970,1805,62,30,,,,,1,,64603001010
646,20,303,3,20,,,,1,,,,,,6,1,10,,,64620303003
646,20,311,3,22,,,,1,,,,,,12,2,1,,,64620311003
646,3,2,1,21,57,1,2,1,1855,1660,84,26,26,,,,1,,64603002001
646,3,2,2,23,59,1,1,1,1845,1660,44,20,,,,,1,,64603002002
646,20,311,4,24,,,,1,,,,,,6,2,2,,,64620311004
646,3,2,3,25,55,2,1,1,1705,1530,74,22,,,,,1,,64603002003
646,20,311,5,26,,,,1,,,,,,4,2,3,,,64620311005
646,3,2,4,27,54,1,1,1,1395,1275,38,14,,,,,1,,64603002004
646,20,311,6,28,,,,1,,,,,,4,2,4,,,64620311006
646,3,2,5,29,34,1,1,1,360,325,14,4,,,,,2,,64603002005
646,3,2,6,30,60,1,1,1,1975,1765,60,32,,,,,1,,64603002006
646,20,311,7,31,,,,1,,,,,,18,2,6,,,64620311007
646,3,2,7,32,53,1,1,1,1365,1235,46,22,,,,,1,,64603002007
647,3,1,1,1,43,1,1,1,840,770,18,24,,,,,1,,64703001001
647,3,2,6,26,36,1,1,1,455,410,8,4,,,,,2,,64703002006
647,20,491,1,3,,,,1,,,,,,8,1,1,,,64720491001
647,3,1,2,4,33,1,1,1,315,290,6,4,,,,,1,,64703001002
647,20,306,1,5,,,,1,,,,,,1,1,2,,,64720306001
647,3,1,3,6,59,1,1,1,1865,1725,52,34,,,,,1,,64703001003
647,20,302,1,7,,,,1,,,,,,12,1,3,,,64720302001
647,3,1,4,8,54,2,1,1,1350,1225,38,34,,,,,1,,64703001004
647,20,303,1,9,,,,1,,,,,,4,1,4,,,64720303001
647,20,302,2,10,,,,1,,,,,,10,1,4,,,64720302002
647,3,1,5,11,58,1,1,1,1910,1775,30,0,,,,,2,,64703001005
647,3,1,6,12,44,2,1,1,815,735,26,14,,,,,1,,64703001006
647,20,491,2,13,,,,1,,,,,,6,1,6,,,64720491002
647,3,1,7,14,63,2,1,1,2125,2020,26,30,,,,,2,,64703001007
647,3,1,8,15,35,1,1,1,390,360,6,6,,,,,1,,64703001008
647,20,303,2,16,,,,1,,,,,,1,1,8,,,64720303002
647,20,459,2,18,,,,1,,,,,,4,2,1,,,64720459002
647,3,2,1,17,59,2,1,1,2010,1810,80,18,,,,,1,,64703002001
647,3,2,2,19,57,1,1,1,1665,1530,30,26,,,,,1,,64703002002
647,20,491,3,20,,,,1,,,,,,10,2,2,,,64720491003
647,3,2,3,21,30,1,1,1,265,240,8,4,,,,,1,,64703002003
647,20,459,3,22,,,,1,,,,,,2,2,3,,,64720459003
647,3,2,4,23,45,2,1,1,1015,0,16,36,,,,,1,,64703002004
647,20,491,4,24,,,,1,,,,,,22,2,4,,,64720491004
647,3,2,5,25,52,1,1,1,1340,1210,36,12,,,,,2,,64703002005
647,20,459,1,2,,,,1,,,,,,8,1,1,,,64720459001
648,3,1,1,1,56,1,1,1,1390,1290,8,46,,,,,1,,64803001001
648,20,459,5,31,,,,1,,,,,,4,1,18,,,64820459005
648,3,1,2,3,53,1,2,1,1210,1095,12,18,40,,,,2,,64803001002
648,3,1,3,4,46,1,1,1,785,720,16,12,,,,,1,,64803001003
648,20,459,1,5,,,,1,,,,,,2,1,3,,,64820459001
648,3,1,4,6,52,2,1,1,1130,1075,6,16,,,,,2,,64803001004
648,3,1,5,7,56,1,1,1,1390,1295,10,28,,,,,2,,64803001005
648,3,1,6,8,54,1,1,1,1425,1270,32,68,,,,,1,,64803001006
648,20,491,1,9,,,,1,,,,,,10,1,6,,,64820491001
648,20,301,2,10,,,,1,,,,,,12,1,6,,,64820301002
648,20,459,2,11,,,,1,,,,,,28,1,6,,,64820459002
648,3,1,7,12,39,2,1,1,530,495,4,8,,,,,2,,64803001007
648,3,1,8,13,65,2,1,1,2435,2270,16,62,,,,,1,,64803001008
648,20,301,3,14,,,,1,,,,,,18,1,8,,,64820301003
648,3,1,9,15,55,1,1,1,1405,1320,20,0,,,,,2,,64803001009
648,3,1,10,16,40,1,1,1,590,550,6,8,,,,,1,,64803001010
648,20,459,3,17,,,,1,,,,,,2,1,10,,,64820459003
648,3,1,11,18,46,1,1,1,820,760,16,14,,,,,1,,64803001011
648,20,459,4,19,,,,1,,,,,,6,1,11,,,64820459004
648,3,1,12,20,51,2,1,1,1050,975,16,24,,,,,1,,64803001012
648,20,301,4,21,,,,1,,,,,,12,1,12,,,64820301004
648,3,1,13,22,47,1,1,1,905,840,8,12,,,,,1,,64803001013
648,20,303,1,23,,,,1,,,,,,4,1,13,,,64820303001
648,3,1,14,24,50,1,1,1,980,930,8,14,,,,,2,,64803001014
648,3,1,15,25,44,2,1,1,655,620,6,8,,,,,2,,64803001015
648,3,1,16,26,46,1,1,1,845,775,8,20,,,,,1,,64803001016
648,20,301,5,27,,,,1,,,,,,7,1,16,,,64820301005
648,20,314,1,28,,,,1,,,,,,1,1,16,,,64820314001
648,3,1,17,29,41,2,1,1,525,495,4,6,,,,,2,,64803001017
648,3,1,18,30,46,1,1,1,895,840,10,12,,,,,1,,64803001018
648,20,301,1,2,,,,1,,,,,,22,1,1,,,64820301001
649,3,1,2,3,68,2,1,1,2700,2525,32,50,,,,,1,,64903001002
649,3,2,12,41,48,2,1,1,970,885,38,8,,,,,2,,64903002012
649,20,459,1,2,,,,1,,,,,,4,1,1,,,64920459001
649,20,311,1,4,,,,1,,,,,,16,1,2,,,64920311001
649,3,1,3,5,48,2,1,1,925,875,10,14,,,,,1,,64903001003
649,20,302,1,6,,,,1,,,,,,1,1,3,,,64920302001
649,3,1,4,7,51,1,1,1,1235,1120,16,50,,,,,1,,64903001004
649,20,491,1,8,,,,1,,,,,,12,1,4,,,64920491001
649,20,311,2,9,,,,1,,,,,,20,1,4,,,64920311002
649,3,1,5,10,56,2,1,1,1820,1540,20,182,,,,,1,,64903001005
649,20,302,2,11,,,,1,,,,,,154,1,5,,,64920302002
649,3,1,6,12,47,2,1,1,955,875,18,16,,,,,1,,64903001006
649,20,311,3,13,,,,1,,,,,,4,1,6,,,64920311003
649,3,1,7,14,48,2,1,1,1045,950,28,12,,,,,2,,64903001007
649,3,1,8,15,45,1,1,1,865,780,12,42,,,,,1,,64903001008
649,20,491,2,16,,,,2,,,,,,28,1,8,,,64920491002
649,3,1,9,17,47,1,1,1,940,870,14,14,,,,,1,,64903001009
649,20,303,1,18,,,,1,,,,,,4,1,9,,,64920303001
649,3,1,10,19,46,2,1,1,915,835,16,16,,,,,1,,64903001010
649,20,459,2,20,,,,1,,,,,,4,1,10,,,64920459002
649,3,2,2,22,55,2,1,1,1630,1470,60,14,,,,,1,,64903002002
649,3,2,1,21,35,2,1,1,425,375,18,4,,,,,2,,64903002001
649,20,459,3,23,,,,1,,,,,,2,2,2,,,64920459003
649,3,2,3,24,68,1,2,1,2630,2420,48,22,30,,,,1,,64903002003
649,3,2,4,26,53,1,1,1,1460,1285,38,76,,,,,1,,64903002004
649,20,459,4,25,,,,1,,,,,,4,2,3,,,64920459004
649,20,302,3,27,,,,1,,,,,,64,2,4,,,64920302003
649,3,2,5,28,53,2,1,1,1375,1255,28,14,,,,,1,,64903002005
649,20,311,4,29,,,,1,,,,,,4,2,5,,,64920311004
649,3,2,6,30,55,2,1,1,1450,1280,32,68,,,,,1,,64903002006
649,20,302,4,31,,,,1,,,,,,50,2,6,,,64920302004
649,3,2,7,32,55,2,1,1,1715,1515,58,22,,,,,1,,64903002007
649,20,311,5,33,,,,1,,,,,,6,2,7,,,64920311005
649,3,2,8,34,58,2,1,1,1865,1660,52,34,,,,,1,,64903002008
649,20,491,3,35,,,,1,,,,,,8,2,8,,,64920491003
649,20,311,6,36,,,,1,,,,,,8,2,8,,,64920311006
649,3,2,9,37,52,1,1,1,1205,1100,36,10,,,,,1,,64903002009
649,20,311,7,38,,,,1,,,,,,2,2,9,,,64920311007
649,3,2,10,39,41,2,1,1,675,620,20,6,,,,,2,,64903002010
649,3,2,11,40,46,2,1,1,865,800,18,8,,,,,2,,64903002011
649,3,1,1,1,70,1,1,1,3070,2795,114,44,,,,,1,,64903001001
667,3,2,1,20,54,1,1,1,1655,1485,56,20,,,,,1,,66703002001
667,20,303,5,19,,,,1,,,,,,10,1,8,,,66720303005
667,3,2,2,22,54,2,1,1,1475,1320,66,20,,,,,1,,66703002002
667,20,311,2,23,,,,1,,,,,,6,2,2,,,66720311002
667,3,2,3,24,55,2,1,1,1540,1370,48,30,,,,,1,,66703002003
667,20,491,4,25,,,,1,,,,,,6,2,3,,,66720491004
667,20,311,3,26,,,,1,,,,,,10,2,3,,,66720311003
667,3,2,4,27,52,2,1,1,1230,1135,26,18,,,,,1,,66703002004
667,20,303,6,28,,,,1,,,,,,8,2,4,,,66720303006
667,3,2,5,29,54,2,1,1,1590,1405,54,22,,,,,1,,66703002005
667,20,311,4,30,,,,1,,,,,,10,2,5,,,66720311004
667,20,303,7,31,,,,1,,,,,,2,2,5,,,66720303007
667,3,2,6,32,51,1,1,1,1290,1180,42,8,,,,,1,,66703002006
667,20,311,5,33,,,,1,,,,,,2,2,6,,,66720311005
667,3,2,7,34,36,2,1,1,390,355,8,6,,,,,1,,66703002007
667,20,311,6,35,,,,1,,,,,,2,2,7,,,66720311006
667,20,303,1,3,,,,1,,,,,,22,1,1,,,66720303001
667,3,1,1,1,81,1,1,1,4245,3845,142,86,,,,,1,,66703001001
667,20,310,1,2,,,,2,,,,,,6,1,1,,,66720310001
667,3,1,2,4,62,2,1,1,2105,1980,22,30,,,,,1,,66703001002
667,20,303,2,5,,,,1,,,,,,4,1,2,,,66720303002
667,3,1,3,6,67,2,1,1,2730,2540,20,66,,,,,1,,66703001003
667,20,301,1,7,,,,1,,,,,,14,1,3,,,66720301001
667,3,1,4,8,71,1,1,1,3170,2785,104,96,,,,,1,,66703001004
667,20,491,1,9,,,,1,,,,,,26,1,4,,,66720491001
667,20,303,3,10,,,,1,,,,,,16,1,4,,,66720303003
667,3,1,5,11,64,1,1,1,2135,2020,28,34,,,,,1,,66703001005
667,20,301,2,12,,,,1,,,,,,1,1,5,,,66720301002
667,20,303,4,13,,,,1,,,,,,11,1,5,,,66720303004
667,3,1,6,14,61,1,1,1,1935,1785,46,42,,,,,1,,66703001006
667,20,491,2,15,,,,1,,,,,,18,1,6,,,66720491002
667,3,1,7,16,52,2,1,1,1330,1195,32,44,,,,,1,,66703001007
667,20,491,3,17,,,,1,,,,,,24,1,7,,,66720491003
667,3,1,8,18,48,1,1,1,865,815,8,22,,,,,1,,66703001008
667,20,311,1,21,,,,1,,,,,,6,2,1,,,66720311001
668,3,2,2,12,50,2,1,1,1160,1055,30,10,,,,,2,,66803002002
668,3,1,7,10,47,2,1,1,835,785,8,14,,,,,2,,66803001007
668,3,2,3,13,47,1,2,1,920,830,30,8,12,,,,2,,66803002003
668,3,2,4,14,62,1,1,1,2340,2125,66,24,,,,,1,,66803002004
668,20,311,1,15,,,,1,,,,,,8,2,4,,,66820311001
668,3,2,5,16,49,1,2,1,1160,1035,38,10,14,,,,1,,66803002005
668,20,311,2,17,,,,1,,,,,,1,2,5,,,66820311002
668,3,2,6,18,44,1,1,1,900,815,34,8,,,,,,,66803002006
668,3,2,7,19,55,1,1,1,1565,1435,32,16,,,,,1,,66803002007
668,20,311,3,20,,,,1,,,,,,4,2,7,,,66820311003
668,3,2,8,21,43,1,1,1,710,645,24,6,,,,,2,,66803002008
668,3,2,9,22,47,2,1,1,950,870,26,10,,,,,2,,66803002009
668,3,2,10,23,53,2,1,1,1440,1320,36,14,,,,,2,,66803002010
668,3,2,11,24,41,1,1,1,645,595,20,6,,,,,2,,66803002011
668,3,2,12,25,49,2,2,1,1070,945,44,12,14,,,,1,,66803002012
668,20,311,4,26,,,,1,,,,,,2,2,12,,,66820311004
