SYNIS_ID,MAELIADGERD,TEGUND,NR,RADNR,LENGD,KYN,KYNTHROSKI,FJOLDI,OSLAEGT,SLAEGT,LIFUR,MAGI,KYNFAERI,HEILDARTHYNGD,RANFISKURTEG,KVARNANR,MAGAASTAND,ALDUR,FAERSLUNUMER
668,3,2,13,27,44,2,1,1,850,765,44,12,,,,,2,,66803002013
668,3,1,2,3,66,1,1,1,2310,2190,18,42,,,,,2,,66803001002
668,3,1,1,1,80,1,1,1,4660,4350,52,114,,,,,1,,66803001001
668,20,302,1,2,,,,1,,,,,,16,1,1,,,66820302001
668,3,1,3,4,70,2,1,1,2930,2730,42,42,,,,,2,,66803001003
668,3,1,4,5,65,1,1,1,2345,2210,14,42,,,,,2,,66803001004
668,3,1,5,6,51,2,1,1,1050,965,28,24,,,,,1,,66803001005
668,20,491,1,7,,,,1,,,,,,12,1,5,,,66820491001
668,3,1,6,8,54,1,1,1,815,765,10,14,,,,,1,,66803001006
668,20,303,1,9,,,,1,,,,,,4,1,6,,,66820303001
668,3,2,1,11,61,1,2,1,2115,1865,40,20,68,,,,2,,66803002001
669,3,1,3,4,56,2,1,1,1430,1335,12,30,,,,,1,,66903001003
669,20,491,1,2,,,,1,,,,,,12,1,1,,,66920491001
669,20,302,1,5,,,,1,,,,,,12,1,3,,,66920302001
669,3,1,4,6,67,2,1,1,2550,2345,28,78,,,,,1,,66903001004
669,20,491,2,7,,,,1,,,,,,30,1,4,,,66920491002
669,3,1,5,8,72,2,1,1,3205,2960,30,80,,,,,1,,66903001005
669,20,491,3,9,,,,1,,,,,,24,1,5,,,66920491003
669,3,1,6,10,68,2,1,1,2770,2480,28,104,,,,,1,,66903001006
669,20,491,4,11,,,,1,,,,,,20,1,6,,,66920491004
669,20,301,1,12,,,,2,,,,,,18,1,6,,,66920301001
669,3,1,7,13,54,2,1,1,1250,1175,8,22,,,,,2,,66903001007
669,3,1,8,14,48,2,1,1,955,865,14,34,,,,,1,,66903001008
669,20,491,5,15,,,,1,,,,,,18,1,8,,,66920491005
669,3,1,9,16,59,1,1,1,1560,1465,20,22,,,,,2,,66903001009
669,3,1,10,17,52,2,1,1,1045,985,8,16,,,,,2,,66903001010
669,3,1,11,18,66,1,1,1,2310,2170,18,54,,,,,1,,66903001011
669,20,491,6,19,,,,1,,,,,,20,1,11,,,66920491006
669,3,1,12,20,54,2,1,1,1330,1245,12,22,,,,,2,,66903001012
669,3,1,13,21,55,1,2,1,1675,1430,32,36,126,,,,1,,66903001013
669,20,491,7,22,,,,1,,,,,,12,1,13,,,66920491007
669,3,1,14,23,67,1,1,1,2220,2105,24,38,,,,,1,,66903001014
669,20,301,2,24,,,,1,,,,,,8,1,14,,,66920301002
669,3,1,15,25,58,1,1,1,1755,1620,26,50,,,,,1,,66903001015
669,20,302,2,26,,,,1,,,,,,16,1,15,,,66920302002
669,3,1,16,27,60,2,1,1,1695,1580,14,38,,,,,1,,66903001016
669,20,491,8,28,,,,1,,,,,,16,1,16,,,66920491008
669,3,2,2,30,45,2,1,1,830,750,24,10,,,,,2,,66903002002
669,3,2,1,29,45,2,1,1,845,750,32,8,,,,,2,,66903002001
669,3,2,3,31,43,1,1,1,725,630,42,10,,,,,1,,66903002003
669,20,491,9,32,,,,1,,,,,,4,2,3,,,66920491009
669,3,2,4,33,59,1,2,1,1930,1710,62,24,42,,,,1,,66903002004
669,20,491,10,34,,,,1,,,,,,8,2,4,,,66920491010
669,3,2,5,35,58,2,1,1,2060,1825,44,26,,,,,1,,66903002005
669,3,1,1,1,61,2,1,1,1965,1810,32,40,,,,,1,,66903001001
669,3,1,2,3,59,2,1,1,2055,1875,64,28,,,,,2,,66903001002
670,3,1,8,20,60,2,1,1,1740,1635,12,40,40,,,,1,,67003001008
670,3,1,7,18,52,2,1,1,1290,1210,14,20,,,,,1,,67003001007
670,20,491,4,21,,,,1,,,,,,16,1,8,,,67020491004
670,20,303,7,22,,,,1,,,,,,2,1,8,,,67020303007
670,3,1,9,23,61,1,2,1,2110,1890,28,54,40,,,,1,,67003001009
670,20,491,5,24,,,,1,,,,,,18,1,9,,,67020491005
670,3,1,11,27,58,2,1,1,1480,1405,6,32,,,,,1,,67003001011
670,3,1,10,25,62,1,1,1,1905,1785,20,48,,,,,1,,67003001010
670,20,491,6,26,,,,1,,,,,,14,1,10,,,67020491006
670,20,301,2,28,,,,1,,,,,,8,1,11,,,67020301002
670,3,2,2,30,44,1,1,1,605,565,8,8,,,,,1,,67003002002
670,3,2,1,29,44,2,1,1,770,715,12,8,,,,,2,,67003002001
670,3,2,3,31,46,2,1,1,865,785,30,8,,,,,1,,67003002003
670,20,311,1,32,,,,1,,,,,,2,2,3,,,67020311001
670,20,311,2,33,,,,1,,,,,,1,2,2,,,67020311002
670,20,301,1,3,,,,1,,,,,,8,1,1,,,67020301001
670,3,1,1,1,71,1,1,1,2535,2360,12,64,,,,,1,,67003001001
670,20,303,1,2,,,,1,,,,,,2,1,1,,,67020303001
670,3,1,2,4,58,2,1,1,1745,1630,24,34,,,,,1,,67003001002
670,20,302,1,5,,,,1,,,,,,,1,2,,,67020302001
670,3,1,3,6,58,2,1,1,1530,1395,14,70,,,,,1,,67003001003
670,20,303,2,7,,,,4,,,,,,6,1,3,,,67020303002
670,20,2,1,8,,,,1,,,,,,24,1,3,,,67020002001
670,20,491,1,9,,,,1,,,,,,20,1,3,,,67020491001
670,20,303,3,11,,,,1,,,,,,2,1,4,,,67020303003
670,3,1,4,10,52,2,1,1,1175,1105,14,22,,,,,1,,67003001004
670,3,1,5,12,64,1,1,1,2210,2065,20,56,,,,,1,,67003001005
670,20,491,2,13,,,,1,,,,,,12,1,5,,,67020491002
670,20,303,4,14,,,,2,,,,,,6,1,5,,,67020303004
670,3,1,6,15,53,2,1,1,1145,1055,10,36,,,,,1,,67003001006
670,20,491,3,16,,,,1,,,,,,10,1,6,,,67020491003
670,20,303,5,17,,,,2,,,,,,6,1,6,,,67020303005
670,20,303,6,19,,,,1,,,,,,4,1,7,,,67020303006
671,3,1,2,2,67,2,1,1,2355,2215,20,44,,,,,2,,67103001002
671,3,1,1,1,99,1,2,1,8200,6960,230,0,690,,,,5,,67103001001
671,3,1,3,3,67,2,1,1,2405,2255,20,46,,,,,2,,67103001003
671,3,1,4,4,54,1,2,1,1410,1250,26,0,44,,,,5,,67103001004
671,3,1,5,5,64,1,1,1,2620,2450,20,60,,,,,1,,67103001005
671,20,491,1,6,,,,1,,,,,,16,1,5,,,67120491001
671,3,1,6,7,73,2,1,1,3215,2990,36,80,,,,,1,,67103001006
671,20,491,2,8,,,,2,,,,,,30,1,6,,,67120491002
671,3,1,7,9,47,1,2,1,945,835,16,28,48,,,,2,,67103001007
671,3,1,8,10,52,2,1,1,1115,1030,16,24,,,,,1,,67103001008
671,20,303,1,11,,,,2,,,,,,6,1,8,,,67120303001
671,3,1,9,12,67,1,2,1,2590,2300,38,0,118,,,,2,,67103001009
671,3,1,10,13,53,2,1,1,1400,1315,16,24,,,,,2,,67103001010
671,3,1,11,14,49,1,1,1,995,940,16,14,,,,,2,,67103001011
671,3,1,12,15,42,1,1,1,585,550,6,12,,,,,2,,67103001012
671,3,1,13,16,57,1,1,1,1620,1485,24,56,,,,,1,,67103001013
671,20,491,3,17,,,,2,,,,,,26,1,13,,,67120491003
671,3,1,14,18,47,2,1,1,825,775,8,14,,,,,2,,67103001014
671,20,491,4,20,,,,1,,,,,,10,2,1,,,67120491004
671,3,2,1,19,53,2,1,1,1315,1205,16,24,,,,,1,,67103002001
671,3,2,2,21,53,1,2,1,1330,1195,36,12,30,,,,2,,67103002002
671,3,2,3,22,52,1,1,1,1170,940,32,26,,,,,1,,67103002003
671,20,491,5,23,,,,1,,,,,,14,2,3,,,67120491005
671,3,2,4,24,46,1,1,1,950,850,36,8,,,,,2,,67103002004
671,3,2,5,25,74,2,2,1,3810,3385,136,56,70,,,,1,,67103002005
671,20,491,6,26,,,,2,,,,,,30,2,5,,,67120491006
672,3,2,2,17,63,2,1,1,2090,1945,30,20,,,,,2,,67203002002
672,3,1,8,15,45,2,1,1,755,710,6,14,,,,,2,,67203001008
672,3,2,3,18,59,2,1,1,2130,1915,66,22,,,,,2,,67203002003
672,3,2,4,19,57,2,1,1,1535,1410,32,20,,,,,2,,67203002004
672,3,2,5,20,41,2,1,1,660,610,10,6,,,,,2,,67203002005
672,3,2,6,21,45,1,1,1,855,770,20,8,,,,,2,,67203002006
672,3,2,7,22,56,2,1,1,1860,1655,88,20,,,,,2,,67203002007
672,3,2,8,23,50,1,1,1,1240,1120,26,14,,,,,2,,67203002008
672,3,2,9,24,42,1,1,1,720,665,12,6,,,,,2,,67203002009
672,3,2,10,25,40,2,1,1,630,580,16,6,,,,,2,,67203002010
672,3,2,11,26,59,2,1,1,1925,1760,24,18,,,,,2,,67203002011
672,3,2,12,27,52,2,2,1,1305,1125,74,12,32,,,,2,,67203002012
672,3,1,1,1,45,2,1,1,795,735,8,20,,,,,1,,67203001001
672,20,491,1,2,,,,1,,,,,,10,1,1,,,67220491001
672,3,1,2,3,59,1,1,1,1910,1765,22,60,,,,,1,,67203001002
672,20,2,1,4,,,,1,,,,,,16,1,2,,,67220002001
672,20,491,2,5,,,,1,,,,,,6,1,2,,,67220491002
672,20,303,1,6,,,,1,,,,,,6,1,2,,,67220303001
672,3,1,3,7,57,2,1,1,1800,1680,20,36,,,,,1,,67203001003
672,20,491,3,8,,,,1,,,,,,16,1,3,,,67220491003
672,3,1,4,9,47,1,1,1,1025,945,24,16,,,,,1,,67203001004
672,20,311,1,10,,,,1,,,,,,6,1,4,,,67220311001
672,3,1,5,11,50,2,1,1,1180,1110,14,14,,,,,2,,67203001005
672,3,1,6,12,64,1,1,1,2375,2260,40,24,,,,,2,,67203001006
672,3,1,7,13,50,2,1,1,1055,980,12,18,,,,,1,,67203001007
672,20,491,4,14,,,,1,,,,,,6,1,7,,,67220491004
672,3,2,1,16,56,2,1,1,1560,1415,52,16,,,,,2,,67203002001
673,20,491,2,23,,,,1,,,,,,6,2,8,,,67320491002
673,3,2,8,22,44,1,1,1,755,700,14,12,,,,,1,,67303002008
673,3,2,10,25,45,2,1,1,710,675,6,6,,,,,2,,67303002010
673,3,2,11,26,43,1,2,1,805,720,30,8,20,,,,2,,67303002011
673,3,1,2,2,67,1,2,1,2850,2300,70,30,390,,,,2,,67303001002
673,3,1,1,1,69,2,1,1,2825,2625,58,42,,,,,2,,67303001001
673,3,1,3,3,70,2,2,1,3070,2775,64,58,86,,,,1,,67303001003
673,20,302,1,4,,,,1,,,,,,16,1,3,,,67320302001
673,3,1,4,5,51,2,1,1,1025,965,10,18,,,,,5,,67303001004
673,3,1,5,6,48,1,1,1,1005,925,14,28,,,,,1,,67303001005
673,20,491,1,7,,,,1,,,,,,14,1,5,,,67320491001
673,3,1,6,8,48,1,1,1,990,930,18,10,,,,,2,,67303001006
673,3,1,7,9,48,2,1,1,950,905,8,12,,,,,2,,67303001007
673,3,1,8,10,48,2,1,1,890,835,14,12,,,,,2,,67303001008
673,20,311,1,12,,,,1,,,,,,8,2,1,,,67320311001
673,3,2,1,11,59,2,2,1,1915,1680,68,20,38,,,,1,,67303002001
673,3,2,2,13,53,2,2,1,1455,1300,78,12,16,,,,2,,67303002002
673,3,2,3,14,47,1,2,1,1085,955,54,8,22,,,,2,,67303002003
673,3,2,4,15,55,1,2,1,1580,1430,48,12,32,,,,2,,67303002004
673,3,2,5,16,51,2,2,1,1085,985,38,12,18,,,,1,,67303002005
673,20,311,2,17,,,,1,,,,,,2,2,5,,,67320311002
673,3,2,6,18,44,2,1,1,730,605,22,8,,,,,1,,67303002006
673,20,311,3,19,,,,1,,,,,,1,2,6,,,67320311003
673,3,2,7,20,45,2,1,1,785,735,18,6,,,,,1,,67303002007
673,20,311,4,21,,,,1,,,,,,2,2,7,,,67320311004
673,3,2,9,24,45,2,1,1,795,730,24,8,,,,,2,,67303002009
674,3,1,2,2,66,2,2,1,2405,2160,66,54,52,,,,1,,67403001002
674,3,2,8,30,65,2,1,1,2205,2070,42,16,,,,,2,,67403002008
674,20,491,1,3,,,,1,,,,,,12,1,2,,,67420491001
674,20,311,1,4,,,,1,,,,,,12,1,2,,,67420311001
674,3,1,3,5,57,1,1,1,1740,1460,30,190,,,,,1,,67403001003
674,20,491,2,6,,,,2,,,,,,22,1,3,,,67420491002
674,20,302,1,7,,,,1,,,,,,134,1,3,,,67420302001
674,3,1,4,8,45,2,2,1,1455,1245,52,32,68,,,,1,,67403001004
674,20,311,2,9,,,,1,,,,,,6,1,4,,,67420311002
674,3,1,5,10,56,1,2,1,1450,1210,20,30,124,,,,2,,67403001005
674,3,1,6,11,49,2,2,1,1070,955,24,16,26,,,,2,,67403001006
674,3,1,7,12,70,1,2,1,2715,2405,24,40,160,,,,2,,67403001007
674,3,1,8,13,43,2,1,1,775,695,22,18,,,,,1,,67403001008
674,20,491,3,14,,,,1,,,,,,10,1,8,,,67420491003
674,3,1,9,15,47,1,1,1,870,805,16,14,,,,,5,,67403001009
674,3,1,10,16,46,2,1,1,885,800,22,14,,,,,1,,67403001010
674,3,1,11,18,50,1,1,1,945,885,22,14,,,,,2,,67403001011
674,20,491,4,17,,,,1,,,,,,4,1,10,,,67420491004
674,3,1,12,19,42,1,1,1,655,595,12,18,,,,,1,,67403001012
674,20,311,3,20,,,,1,,,,,,6,1,12,,,67420311003
674,20,311,4,22,,,,1,,,,,,2,2,1,,,67420311004
674,3,2,1,21,48,1,2,1,1040,930,40,10,20,,,,1,,67403002001
674,3,2,2,23,55,2,2,1,1560,1380,70,12,46,,,,2,,67403002002
674,3,2,3,24,41,1,1,1,620,570,20,6,,,,,2,,67403002003
674,3,2,4,25,45,1,2,1,810,730,28,8,8,,,,2,,67403002004
674,3,2,5,26,45,1,2,1,815,735,30,8,14,,,,2,,67403002005
674,3,2,6,27,46,1,2,1,885,780,38,8,18,,,,2,,67403002006
674,3,2,7,28,58,2,2,1,1740,1560,44,22,28,,,,1,,67403002007
674,20,311,5,29,,,,1,,,,,,4,2,7,,,67420311005
674,3,1,1,1,74,2,1,1,3170,2945,78,46,,,,,2,,67403001001
675,3,1,11,29,43,1,2,1,800,690,24,10,52,,,,2,,67503001011
675,3,2,4,28,60,2,2,1,2120,1840,74,18,58,,,,2,,67503002004
675,3,1,1,1,73,1,2,1,3760,3115,116,56,382,,,,1,,67503001001
675,20,491,1,2,,,,1,,,,,,16,1,1,,,67520491001
675,20,491,2,4,,,,1,,,,,,4,1,2,,,67520491002
675,20,311,1,5,,,,1,,,,,,6,1,2,,,67520311001
675,3,1,3,6,48,2,1,1,1020,935,8,34,,,,,1,,67503001003
675,20,491,3,7,,,,1,,,,,,18,1,3,,,67520491003
675,3,1,4,8,45,2,1,1,885,765,12,56,,,,,1,,67503001004
675,20,302,1,9,,,,1,,,,,,42,1,4,,,67520302001
675,3,1,5,10,53,2,2,1,1495,1340,36,22,42,,,,1,,67503001005
675,20,491,4,11,,,,1,,,,,,4,1,5,,,67520491004
675,3,1,6,12,72,1,1,1,2750,2570,60,44,,,,,1,,67503001006
675,20,302,2,13,,,,1,,,,,,8,1,6,,,67520302002
675,3,1,7,14,55,2,1,1,1490,1380,28,30,,,,,1,,67503001007
675,20,301,1,15,,,,1,,,,,,2,1,7,,,67520301001
675,20,311,2,16,,,,1,,,,,,4,1,7,,,67520311002
675,3,1,8,17,68,1,2,1,3185,2690,58,46,296,,,,1,,67503001008
675,20,311,3,18,,,,1,,,,,,10,1,8,,,67520311003
675,3,1,9,19,46,2,1,1,960,860,20,32,,,,,1,,67503001009
675,20,302,3,20,,,,1,,,,,,16,1,9,,,67520302003
675,3,1,10,21,68,2,1,1,2625,2325,80,116,,,,,1,,67503001010
675,20,491,5,22,,,,1,,,,,,6,1,10,,,67520491005
675,20,302,4,23,,,,1,,,,,,64,1,10,,,67520302004
675,3,2,2,25,37,2,1,1,450,415,12,4,,,,,2,,67503002002
675,3,2,1,24,59,2,2,1,2245,1920,108,18,80,,,,2,,67503002001
675,3,2,3,26,40,1,1,1,560,515,20,6,,,,,1,,67503002003
675,20,311,4,27,,,,1,,,,,,2,2,3,,,67520311004
675,3,1,2,3,49,2,2,1,1250,1080,36,28,42,,,,1,,67503001002
676,20,311,2,8,,,,1,,,,,,20,1,5,,,67620311002
676,3,1,5,7,57,2,2,1,1755,1525,40,52,52,,,,1,,67603001005
676,3,1,7,10,57,1,2,1,1775,1465,46,32,176,,,,2,,67603001007
676,3,1,8,11,62,2,1,1,2210,2040,32,46,,,,,2,,67603001008
676,3,1,9,12,70,2,1,1,2670,2485,20,76,,,,,1,,67603001009
676,20,491,1,13,,,,1,,,,,,22,1,9,,,67620491001
676,3,1,10,14,59,1,1,1,1880,1670,20,92,,,,,1,,67603001010
676,20,301,1,15,,,,1,,,,,,2,1,10,,,67620301001
676,20,303,1,16,,,,2,,,,,,4,1,10,,,67620303001
676,20,310,1,17,,,,4,,,,,,24,1,10,,,67620310001
676,20,300,1,18,,,,0,,,,,,0,1,10,,,67620300001
676,20,490,1,19,,,,1,,,,,,12,1,10,,,67620490001
676,20,300,2,20,,,,1,,,,,,12,1,10,,,67620300002
676,3,1,11,21,71,1,1,1,3590,3325,54,70,,,,,2,,67603001011
676,3,1,12,22,49,1,1,1,1000,930,12,16,,,,,1,,67603001012
676,3,1,13,24,64,1,1,1,2375,2190,68,44,,,,,2,,67603001013
676,20,311,3,23,,,,1,,,,,,4,1,12,,,67620311003
676,3,1,14,25,53,1,1,1,1135,1055,10,22,,,,,1,,67603001014
676,20,311,4,26,,,,1,,,,,,4,1,14,,,67620311004
676,3,1,15,27,52,2,2,1,1290,1185,20,14,44,,,,2,,67603001015
676,3,1,16,28,42,1,1,1,810,750,16,12,,,,,2,,67603001016
676,3,1,17,29,50,1,1,1,895,845,10,10,,,,,2,,67603001017
676,3,1,18,30,56,1,2,1,1435,1265,16,24,82,,,,2,,67603001018
676,20,311,5,32,,,,1,,,,,,2,2,1,,,67620311005
676,3,2,1,31,41,1,1,1,605,555,14,6,,,,,1,,67603002001
676,3,2,2,33,41,2,1,1,670,620,16,8,,,,,2,,67603002002
676,20,311,1,2,,,,1,,,,,,8,1,1,,,67620311001
676,3,1,1,1,52,1,2,1,1165,1015,18,26,68,,,,1,,67603001001
676,3,1,2,3,56,2,1,1,1605,1450,26,64,,,,,1,,67603001002
676,20,302,1,4,,,,1,,,,,,34,1,2,,,67620302001
676,3,1,3,5,53,2,2,1,1540,1350,52,20,62,,,,2,,67603001003
676,3,1,4,6,56,1,1,1,1555,1450,20,26,,,,,2,,67603001004
676,3,1,6,9,48,1,1,1,960,900,12,16,,,,,2,,67603001006
677,20,311,2,5,,,,1,,,,,,4,2,3,,,67720311002
677,3,2,4,6,53,2,1,1,1450,1250,38,86,,,,,1,,67703002004
677,20,491,1,7,,,,3,,,,,,56,2,4,,,67720491001
677,20,311,3,8,,,,1,,,,,,10,2,4,,,67720311003
677,3,2,5,9,51,1,2,1,1200,1080,34,14,26,,,,2,,67703002005
677,20,491,2,11,,,,1,,,,,,8,1,1,,,67720491002
677,3,1,1,10,68,1,2,1,3310,2495,102,78,496,,,,1,,67703001001
677,3,1,2,12,77,2,1,1,4070,3740,28,114,,,,,2,,67703001002
677,3,1,3,13,60,2,2,1,1825,1650,58,32,40,,,,1,,67703001003
677,20,491,3,14,,,,1,,,,,,6,1,3,,,67720491003
677,3,1,4,15,57,2,2,1,1700,1475,46,54,60,,,,1,,67703001004
677,20,491,4,16,,,,2,,,,,,24,1,4,,,67720491004
677,3,1,5,17,60,2,1,1,2015,1865,26,38,,,,,1,,67703001005
677,20,309,1,18,,,,1,,,,,,2,1,5,,,67720309001
677,3,1,6,19,54,1,2,1,1555,1325,24,26,122,,,,2,,67703001006
677,3,1,7,20,58,2,1,1,1720,1610,12,38,,,,,1,,67703001007
677,20,311,4,21,,,,1,,,,,,12,1,7,,,67720311004
677,3,1,8,22,47,1,2,1,1070,925,26,26,50,,,,1,,67703001008
677,20,491,5,23,,,,1,,,,,,8,1,8,,,67720491005
677,3,1,9,24,50,1,1,1,1025,950,10,32,,,,,1,,67703001009
677,20,491,6,25,,,,2,,,,,,16,1,9,,,67720491006
677,3,1,10,26,48,1,2,1,1145,1025,20,12,54,,,,2,,67703001010
677,3,1,11,27,45,2,1,1,720,685,6,10,,,,,2,,67703001011
677,3,1,12,28,45,2,2,1,850,785,10,10,20,,,,2,,67703001012
677,3,1,13,29,51,1,2,1,1155,1000,32,14,80,,,,2,,67703001013
677,3,2,2,3,54,1,1,1,1355,1250,26,14,,,,,2,,67703002002
677,3,2,1,1,55,2,1,1,1555,1440,30,16,,,,,1,,67703002001
677,20,311,1,2,,,,1,,,,,,2,2,1,,,67720311001
677,3,2,3,4,48,2,1,1,915,845,16,16,,,,,1,,67703002003
678,3,1,7,12,69,2,1,1,2740,2565,0,76,0,,,,1,,67803001007
678,20,303,3,11,,,,1,,,,,,6,1,6,,,67820303003
678,20,303,4,14,,,,1,,,,,,18,1,7,,,67820303004
678,3,1,8,15,57,1,1,1,1685,1530,46,44,0,,,,1,,67803001008
678,20,303,5,16,,,,1,,,,,,18,1,8,,,67820303005
678,3,1,9,17,46,1,1,1,835,775,20,12,0,,,,2,,67803001009
678,3,1,10,18,46,1,1,1,905,840,24,16,0,,,,2,,67803001010
678,3,1,11,19,52,2,1,1,1285,1205,16,28,0,,,,1,,67803001011
678,20,303,6,20,,,,1,,,,,,12,1,11,,,67820303006
678,3,1,12,21,48,1,1,1,1005,945,20,10,0,,,,2,,67803001012
678,3,1,1,1,64,1,1,1,2320,2095,54,62,,,,,1,,67803001001
678,20,491,1,2,,,,1,,,,,,14,1,1,,,67820491001
678,20,302,1,3,,,,1,,,,,,5,1,1,,,67820302001
678,20,303,1,4,,,,1,,,,,,6,1,1,,,67820303001
678,3,1,2,5,65,1,1,1,2320,2170,54,34,0,,,,2,,67803001002
678,3,2,2,24,51,1,2,1,1180,1050,50,12,30,,,,2,,67803002002
678,3,2,1,22,52,2,2,1,1280,1125,60,14,28,,,,1,,67803002001
678,20,311,1,23,,,,1,,,,,,6,2,1,,,67820311001
678,3,2,3,25,54,1,2,1,1465,1310,56,16,20,,,,1,,67803002003
678,20,311,2,26,,,,1,,,,,,4,2,3,,,67820311002
678,3,2,4,27,52,2,1,1,1205,1100,26,18,0,,,,1,,67803002004
678,20,311,3,28,,,,1,,,,,,8,2,4,,,67820311003
678,3,2,5,29,53,2,2,1,1380,1225,66,14,30,,,,1,,67803002005
678,20,311,4,30,,,,1,,,,,,2,2,5,,,67820311004
678,3,1,3,6,78,2,1,1,3840,3555,62,76,0,,,,2,,67803001003
678,3,1,4,7,49,2,1,1,1040,955,18,18,0,,,,2,,67803001004
678,3,1,5,8,62,1,1,1,2325,2195,0,46,0,,,,1,,67803001005
678,20,303,2,9,,,,1,,,,,,8,1,5,,,67820303002
678,3,1,6,10,67,2,1,1,2370,2195,28,58,0,,,,1,,67803001006
678,20,302,2,13,,,,1,,,,,,8,1,7,,,67820302002
679,3,2,2,33,44,1,1,1,745,695,16,8,0,,,,2,,67903002002
679,20,303,10,31,,,,1,,,,,,10,1,13,,,67920303010
679,3,2,3,34,51,2,2,1,1320,1185,70,10,22,,,,2,,67903002003
679,3,2,4,35,55,1,2,1,1505,1355,34,18,36,,,,2,,67903002004
679,3,2,5,36,39,1,1,1,550,500,14,0,8,,,,2,,67903002005
679,3,2,6,37,61,2,1,1,2180,1945,68,52,10,,,,1,,67903002006
679,20,311,3,38,,,,1,,,,,,24,2,6,,,67920311003
679,3,2,7,39,67,2,2,1,2690,2340,110,30,58,,,,1,,67903002007
679,20,311,4,40,,,,1,,,,,,6,2,7,,,67920311004
679,3,1,2,3,79,2,1,1,4425,3890,164,158,26,,,,1,,67903001002
679,3,1,1,1,50,1,1,1,1240,1130,26,38,0,,,,1,,67903001001
679,20,303,1,2,,,,1,,,,,,20,1,1,,,67920303001
679,20,491,1,4,,,,2,,,,,,22,1,2,,,67920491001
679,20,303,2,5,,,,1,,,,,,64,1,2,,,67920303002
679,3,1,3,6,62,2,1,1,2100,1945,38,42,8,,,,1,,67903001003
679,20,303,3,7,,,,1,,,,,,14,1,3,,,67920303003
679,3,1,4,8,46,1,1,1,880,790,22,30,0,,,,1,,67903001004
679,20,491,2,9,,,,1,,,,,,18,1,4,,,67920491002
679,3,1,5,10,48,2,1,1,1070,965,26,28,4,,,,1,,67903001005
679,20,303,4,11,,,,1,,,,,,12,1,5,,,67920303004
679,3,1,6,12,59,1,1,1,1805,1655,22,52,0,,,,1,,67903001006
679,20,491,3,13,,,,1,,,,,,18,1,6,,,67920491003
679,20,303,5,14,,,,1,,,,,,4,1,6,,,67920303005
679,20,311,1,15,,,,1,,,,,,4,1,6,,,67920311001
679,3,1,7,16,42,2,1,1,735,655,14,38,2,,,,1,,67903001007
679,20,303,6,17,,,,1,,,,,,20,1,7,,,67920303006
679,20,459,1,18,,,,1,,,,,,8,1,7,,,67920459001
679,3,1,8,19,45,2,1,1,765,715,8,14,2,,,,2,,67903001008
679,3,1,9,20,66,1,1,1,2305,2135,26,42,0,,,,1,,67903001009
679,20,303,7,21,,,,1,,,,,,8,1,9,,,67920303007
679,3,1,10,22,76,1,1,1,3265,2960,92,74,0,,,,1,,67903001010
679,20,303,8,23,,,,1,,,,,,6,1,10,,,67920303008
679,20,302,1,24,,,,1,,,,,,3,1,10,,,67920302001
679,20,311,2,25,,,,1,,,,,,7,1,10,,,67920311002
679,3,1,11,26,65,1,2,1,2700,2325,70,40,188,,,,2,,67903001011
679,3,1,12,27,58,2,2,1,1930,1655,52,64,82,,,,1,,67903001012
679,20,302,2,28,,,,1,,,,,,8,1,12,,,67920302002
679,20,303,9,29,,,,1,,,,,,26,1,12,,,67920303009
679,3,1,13,30,46,2,1,1,930,850,14,28,2,,,,1,,67903001013
679,3,2,1,32,45,1,2,1,795,710,26,6,14,,,,2,,67903002001
680,20,491,2,12,,,,1,,,,,,26,1,7,,,68020491002
680,3,9,1,18,72,,,1,0,,,,,,,,,,68003009001
680,3,1,10,15,50,2,1,1,920,865,4,14,4,,,,2,,68003001010
680,20,311,2,20,,,,1,,,,,,2,2,1,,,68020311002
680,3,2,2,21,40,2,1,1,615,560,18,8,2,,,,2,,68003002002
680,3,2,1,19,36,2,1,1,400,365,8,6,2,,,,1,,68003002001
680,3,2,3,22,40,2,1,1,585,540,10,6,1,,,,2,,68003002003
680,3,2,4,23,39,1,1,1,550,510,12,6,0,,,,2,,68003002004
680,3,2,5,24,44,1,2,1,815,740,38,6,10,,,,2,,68003002005
680,3,2,6,25,65,1,2,1,2105,1900,46,22,24,,,,2,,68003002006
680,3,2,7,26,76,2,2,1,4205,3640,172,44,130,,,,2,,68003002007
680,3,1,1,1,57,1,1,1,1535,1465,10,20,,,,,2,,68003001001
680,3,1,2,2,87,2,1,1,5870,5440,68,124,24,,,,2,,68003001002
680,3,1,3,3,48,1,1,1,1000,925,10,26,0,,,,1,,68003001003
680,20,305,1,5,,,,1,,,,,,2,1,3,,,68020305001
680,20,491,1,4,,,,1,,,,,,4,1,3,,,68020491001
680,20,303,1,6,,,,1,,,,,,6,1,3,,,68020303001
680,3,1,4,7,79,2,1,1,3905,3525,24,134,14,,,,1,,68003001004
680,20,311,1,8,,,,1,,,,,,54,1,4,,,68020311001
680,3,1,5,9,92,2,2,1,7930,7040,360,102,224,,,,2,,68003001005
680,3,1,6,10,45,2,1,1,795,735,16,12,4,,,,2,,68003001006
680,3,1,7,11,50,1,1,1,1070,1000,10,30,0,,,,1,,68003001007
680,3,1,8,13,73,1,1,1,3355,3105,60,72,0,,,,2,,68003001008
680,3,4,1,16,55,2,1,1,1240,,,,,,,,,,68003004001
